,,0
"אבחנה-Histological diagnosis_""ADENOID CYSTIC CA,ADENOCYSTIC CA""",אבחנה-Basic stage_p - Pathological,0.0027906644580253763
אבחנה-Basic stage_p - Pathological,"אבחנה-Histological diagnosis_""ADENOID CYSTIC CA,ADENOCYSTIC CA""",0.0027906644580253763
אבחנה-Basic stage_p - Pathological,אבחנה-Histological diagnosis_PAPILLARY ADENOCARCINOMA,0.002790664458025391
אבחנה-Histological diagnosis_PAPILLARY ADENOCARCINOMA,אבחנה-Basic stage_p - Pathological,0.002790664458025391
אנמנזה רפואית,BIOPSY OF LYMPHATIC STRUCTURE,0.002797250535545425
BIOPSY OF LYMPHATIC STRUCTURE,אנמנזה רפואית,0.002797250535545425
אבחנה-Histological diagnosis_PAGET`S DISEASE OF BREAST,Unnamed: 0,0.002797316822798432
Unnamed: 0,אבחנה-Histological diagnosis_PAGET`S DISEASE OF BREAST,0.002797316822798432
Unnamed: 0,SIMPLE EXCISION OF AXILLARY LYMPH NODE,0.0028008447709289355
SIMPLE EXCISION OF AXILLARY LYMPH NODE,Unnamed: 0,0.0028008447709289355
אבחנה-Histological diagnosis_INFILTRATING DUCT CARCINOMA,MASTECTOMY + SENTINEL NODE BIOPSY.2,0.0028161351622257463
MASTECTOMY + SENTINEL NODE BIOPSY.2,אבחנה-Histological diagnosis_INFILTRATING DUCT CARCINOMA,0.0028161351622257463
LOCAL EXC.BREAST LESION + REG. LYMPH NODE EXC.,אנמנזה רפואית,0.0028717750665992765
אנמנזה רפואית,LOCAL EXC.BREAST LESION + REG. LYMPH NODE EXC.,0.0028717750665992765
אבחנה-Histological diagnosis_PHYLLODES TUMOR NOS,T1,0.00287683972558293
T1,אבחנה-Histological diagnosis_PHYLLODES TUMOR NOS,0.00287683972558293
UNILATERAL SIMPLE MASTECTOMY,other.3,0.0028894223675194723
other.3,UNILATERAL SIMPLE MASTECTOMY,0.0028894223675194723
 Hospital_20.0,אבחנה-Histological diagnosis_INTRACYSTIC PAP ADENOMA,0.002944081196483283
אבחנה-Histological diagnosis_INTRACYSTIC PAP ADENOMA, Hospital_20.0,0.002944081196483283
 Hospital_20.0,אבחנה-Histological diagnosis_PAGET`S AND INTRADUCTAL CARCINOMA OF BREAST,0.002944081196483286
אבחנה-Histological diagnosis_PAGET`S AND INTRADUCTAL CARCINOMA OF BREAST, Hospital_20.0,0.002944081196483286
 Hospital_20.0,"אבחנה-Histological diagnosis_""FIBROADENOMA, NOS""",0.0029440811964833048
"אבחנה-Histological diagnosis_""FIBROADENOMA, NOS""", Hospital_20.0,0.0029440811964833048
אבחנה-Histological diagnosis_PHYLLODES TUMOR BENIGN, Hospital_20.0,0.002944081196483332
 Hospital_20.0,אבחנה-Histological diagnosis_PHYLLODES TUMOR BENIGN,0.002944081196483332
RADICAL EXCISION OF AXILLARY LYMPH NODES, Hospital_20.0,0.0029440811964833577
 Hospital_20.0,RADICAL EXCISION OF AXILLARY LYMPH NODES,0.0029440811964833577
 Hospital_20.0,MASTECTOMY + SENTINEL NODE BIOPSY.2,0.002944081196483398
MASTECTOMY + SENTINEL NODE BIOPSY.2, Hospital_20.0,0.002944081196483398
 Hospital_20.0,אבחנה-Histological diagnosis_ADENOCARCINOMA,0.0029440811964834062
אבחנה-Histological diagnosis_ADENOCARCINOMA, Hospital_20.0,0.0029440811964834062
אנמנזה סיעודית,אבחנה-Histological diagnosis_INTRADUCT AND LOBULAR CARCINOMA IN SITU,0.002948758393146471
אבחנה-Histological diagnosis_INTRADUCT AND LOBULAR CARCINOMA IN SITU,אנמנזה סיעודית,0.002948758393146471
כירור-הוצאת בלוטות לימפה,אבחנה-Histological diagnosis_DUCTAL AND LOBULAR CARCINOMA,0.002963602106321779
אבחנה-Histological diagnosis_DUCTAL AND LOBULAR CARCINOMA,כירור-הוצאת בלוטות לימפה,0.002963602106321779
אבחנה-Age,TX,0.0029848923668178646
TX,אבחנה-Age,0.0029848923668178646
ביקור במרפאה קרינה,אבחנה-Histological diagnosis_MUCINOUS ADENOCARCINOMA,0.0029892122638959687
אבחנה-Histological diagnosis_MUCINOUS ADENOCARCINOMA,ביקור במרפאה קרינה,0.0029892122638959687
ביקור במרפאה,אבחנה-Histological diagnosis_APOCRINE ADENOCARCINOMA,0.003012064719517143
אבחנה-Histological diagnosis_APOCRINE ADENOCARCINOMA,ביקור במרפאה,0.003012064719517143
אבחנה-Basic stage_r - Reccurent,ביקור במרפאה,0.003012064719517152
ביקור במרפאה,אבחנה-Basic stage_r - Reccurent,0.003012064719517152
ביקור במרפאה,BILATERAL SALPINGO-OOPHORECTOMY,0.003012064719517153
BILATERAL SALPINGO-OOPHORECTOMY,ביקור במרפאה,0.003012064719517153
אבחנה-Histological diagnosis_NEUROENDOCRINE CARCINOMA,אנמנזה סיעודית,0.0030124940492746973
אנמנזה סיעודית,אבחנה-Histological diagnosis_NEUROENDOCRINE CARCINOMA,0.0030124940492746973
אנמנזה סיעודית,SOLITARY LYMPH NODE BIOPSY,0.00301249404927474
SOLITARY LYMPH NODE BIOPSY,אנמנזה סיעודית,0.00301249404927474
כיר-לאפ-הוצ טבעת/שנוי מי,אבחנה-Histopatological degree,0.00303516191423762
אבחנה-Histopatological degree,כיר-לאפ-הוצ טבעת/שנוי מי,0.00303516191423762
BILATERAL EXTENDED SIMPLE MASTECTOMY,other.1,0.0030544430634854907
other.1,BILATERAL EXTENDED SIMPLE MASTECTOMY,0.0030544430634854907
MASTECTOMY,T2,0.003122161667560345
T2,MASTECTOMY,0.003122161667560345
אנמנזה סיעודית,כיר-לאפ-הוצ טבעת/שנוי מי,0.003166531685874483
כיר-לאפ-הוצ טבעת/שנוי מי,אנמנזה סיעודית,0.003166531685874483
User Name,other.1,0.003171297461213011
other.1,User Name,0.003171297461213011
שד-כריתה בגישה זעירה דרך העטרה,אבחנה-Histological diagnosis_INTRADUCTAL CARCINOMA,0.0031828032104293832
אבחנה-Histological diagnosis_INTRADUCTAL CARCINOMA,שד-כריתה בגישה זעירה דרך העטרה,0.0031828032104293832
ביקור במרפאה,T4,0.0031897261231641962
T4,ביקור במרפאה,0.0031897261231641962
MASTECTOMY,אבחנה-Histological diagnosis_INFILTRATING DUCTULAR CARCINOMA WITH DCIS,0.003212537100393806
אבחנה-Histological diagnosis_INFILTRATING DUCTULAR CARCINOMA WITH DCIS,MASTECTOMY,0.003212537100393806
other.2,שד-כריתה בגישה זעירה דרך העטרה,0.003222192828339031
שד-כריתה בגישה זעירה דרך העטרה,other.2,0.003222192828339031
LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST,שד-כריתה בגישה זעירה דרך העטרה,0.003227223690872344
שד-כריתה בגישה זעירה דרך העטרה,LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST,0.003227223690872344
T1,other.2,0.0032289953923648417
other.2,T1,0.0032289953923648417
MF,אבחנה-Tumor width,0.003237266851190064
אבחנה-Tumor width,MF,0.003237266851190064
כירור-הוצאת בלוטות לימפה,אנמנזה רפואית,0.003243284148544856
אנמנזה רפואית,כירור-הוצאת בלוטות לימפה,0.003243284148544856
Undefined,"אבחנה-Histological diagnosis_""TUMOR  MALIGNANT, NOS""",0.003255740244600793
"אבחנה-Histological diagnosis_""TUMOR  MALIGNANT, NOS""",Undefined,0.003255740244600793
אבחנה-Age,אבחנה-Histological diagnosis_NEUROENDOCRINE CARCINOMA,0.0032565349181722897
אבחנה-Histological diagnosis_NEUROENDOCRINE CARCINOMA,אבחנה-Age,0.0032565349181722897
אבחנה-Histological diagnosis_PHYLLODES TUMOR MALIGNANT,אבחנה-Surgery sum,0.0032610263223383992
אבחנה-Surgery sum,אבחנה-Histological diagnosis_PHYLLODES TUMOR MALIGNANT,0.0032610263223383992
אבחנה-Tumor depth,User Name,0.003303312543781023
User Name,אבחנה-Tumor depth,0.003303312543781023
אבחנה-Age,כיר-לאפ-הוצ טבעת/שנוי מי,0.003323030555560527
כיר-לאפ-הוצ טבעת/שנוי מי,אבחנה-Age,0.003323030555560527
 Hospital_62.0,אבחנה-Histological diagnosis_INTRADUCTAL PAPILLARY CARCINOMA,0.003323217178181355
אבחנה-Histological diagnosis_INTRADUCTAL PAPILLARY CARCINOMA, Hospital_62.0,0.003323217178181355
other.2,אבחנה-Histological diagnosis_DUCTAL AND LOBULAR CARCINOMA,0.003325140201768031
אבחנה-Histological diagnosis_DUCTAL AND LOBULAR CARCINOMA,other.2,0.003325140201768031
Unnamed: 0,שד-כריתה בגישה זעירה דרך העטרה,0.003325352018033257
שד-כריתה בגישה זעירה דרך העטרה,Unnamed: 0,0.003325352018033257
אבחנה-Tumor width,אבחנה-Positive nodes,0.0033410837506600973
אבחנה-Positive nodes,אבחנה-Tumor width,0.0033410837506600973
אבחנה-Histological diagnosis_PAGET`S AND INTRADUCTAL CARCINOMA OF BREAST,Unnamed: 0,0.003341990120655223
Unnamed: 0,אבחנה-Histological diagnosis_PAGET`S AND INTRADUCTAL CARCINOMA OF BREAST,0.003341990120655223
כיר-שד-הוצ.בלוטות בית שח,T0,0.003389608785162658
T0,כיר-שד-הוצ.בלוטות בית שח,0.003389608785162658
אומדן סימפטומים ודיווח סיעודי,BIOPSY OF LYMPHATIC STRUCTURE,0.003391126583603797
BIOPSY OF LYMPHATIC STRUCTURE,אומדן סימפטומים ודיווח סיעודי,0.003391126583603797
BILATERAL SALPINGO-OOPHORECTOMY,אבחנה-Basic stage_p - Pathological,0.003417889008344831
אבחנה-Basic stage_p - Pathological,BILATERAL SALPINGO-OOPHORECTOMY,0.003417889008344831
אבחנה-Histological diagnosis_APOCRINE ADENOCARCINOMA,אבחנה-Basic stage_p - Pathological,0.0034178890083448894
אבחנה-Basic stage_p - Pathological,אבחנה-Histological diagnosis_APOCRINE ADENOCARCINOMA,0.0034178890083448894
"אבחנה-Histological diagnosis_""VERRUCOUS CARCINOMA, VERRUCOUS SQUAMOUS CELL CARC",אבחנה-Histopatological degree,0.003421632201336993
אבחנה-Histopatological degree,"אבחנה-Histological diagnosis_""VERRUCOUS CARCINOMA, VERRUCOUS SQUAMOUS CELL CARC",0.003421632201336993
אבחנה-Histopatological degree,אבחנה-Histological diagnosis_INTRADUCTAL PAPILLOMA,0.0034216322013370212
אבחנה-Histological diagnosis_INTRADUCTAL PAPILLOMA,אבחנה-Histopatological degree,0.0034216322013370212
SIMPLE EXCISION OF AXILLARY LYMPH NODE,אבחנה-Histopatological degree,0.0034216322013370403
אבחנה-Histopatological degree,SIMPLE EXCISION OF AXILLARY LYMPH NODE,0.0034216322013370403
BILATERAL RADICAL MASTECTOMY,other.1,0.0034262666157821803
other.1,BILATERAL RADICAL MASTECTOMY,0.0034262666157821803
דיווח סיעודי,LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST.2,0.003428478650860122
LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST.2,דיווח סיעודי,0.003428478650860122
אבחנה-Basic stage_r - Reccurent,אבחנה-Histological diagnosis_INFILTRATING DUCT CARCINOMA,0.0034490844606218838
אבחנה-Histological diagnosis_INFILTRATING DUCT CARCINOMA,אבחנה-Basic stage_r - Reccurent,0.0034490844606218838
אבחנה-Histological diagnosis_PHYLLODES TUMOR MALIGNANT,כירורגיה-שד למפקטומי,0.003453173772326262
כירורגיה-שד למפקטומי,אבחנה-Histological diagnosis_PHYLLODES TUMOR MALIGNANT,0.003453173772326262
אבחנה-Histological diagnosis_LOBULAR INFILTRATING CARCINOMA,אבחנה-Ivi -Lymphovascular invasion,0.003463956140048625
אבחנה-Ivi -Lymphovascular invasion,אבחנה-Histological diagnosis_LOBULAR INFILTRATING CARCINOMA,0.003463956140048625
אומדן סימפטומים ודיווח סיעודי,AXILLARY LYMPH NODE DISSECTION.2,0.0034728675896157483
AXILLARY LYMPH NODE DISSECTION.2,אומדן סימפטומים ודיווח סיעודי,0.0034728675896157483
אנמנזה רפואית,OTHER LOBECTOMY OF LUNG,0.003475204116542497
OTHER LOBECTOMY OF LUNG,אנמנזה רפואית,0.003475204116542497
other,אבחנה-Histological diagnosis_INTRADUCTAL PAPILLOMA,0.0034760387145787433
אבחנה-Histological diagnosis_INTRADUCTAL PAPILLOMA,other,0.0034760387145787433
other,"אבחנה-Histological diagnosis_""VERRUCOUS CARCINOMA, VERRUCOUS SQUAMOUS CELL CARC",0.0034760387145787645
"אבחנה-Histological diagnosis_""VERRUCOUS CARCINOMA, VERRUCOUS SQUAMOUS CELL CARC",other,0.0034760387145787645
MASTECTOMY + SENTINEL NODE BIOPSY,other.2,0.0035004427256341967
other.2,MASTECTOMY + SENTINEL NODE BIOPSY,0.0035004427256341967
אבחנה-KI67 protein,אנמנזה רפואית,0.0035041155679820615
אנמנזה רפואית,אבחנה-KI67 protein,0.0035041155679820615
אבחנה-Histological diagnosis_INFLAMMATORY CARCINOMA, Hospital_60.0,0.003508176711807969
 Hospital_60.0,אבחנה-Histological diagnosis_INFLAMMATORY CARCINOMA,0.003508176711807969
אבחנה-Histological diagnosis_INTRADUCT AND LOBULAR CARCINOMA IN SITU,Unnamed: 0,0.0035124019127327414
Unnamed: 0,אבחנה-Histological diagnosis_INTRADUCT AND LOBULAR CARCINOMA IN SITU,0.0035124019127327414
other.1,אבחנה-Histological diagnosis_LOBULAR CARCINOMA IN SITU,0.003513097447360781
אבחנה-Histological diagnosis_LOBULAR CARCINOMA IN SITU,other.1,0.003513097447360781
other.1,אבחנה-Histological diagnosis_DUCTAL CARCINOMA IN SITU,0.003513097447360807
אבחנה-Histological diagnosis_DUCTAL CARCINOMA IN SITU,other.1,0.003513097447360807
אנמנזה רפואית,BILATERAL EXTENDED SIMPLE MASTECTOMY.1,0.003527013805329042
BILATERAL EXTENDED SIMPLE MASTECTOMY.1,אנמנזה רפואית,0.003527013805329042
T4,other.2,0.0035388892961636703
other.2,T4,0.0035388892961636703
other.2, Hospital_85.0,0.003557965570551312
 Hospital_85.0,other.2,0.003557965570551312
other.2,MASTECTOMY + AXILLARY DISSECTION,0.003574240268062019
MASTECTOMY + AXILLARY DISSECTION,other.2,0.003574240268062019
כירורגיה-שד מסטקטומי,ביקור במרפאה המטו-אונקולוגית,0.003578996156152283
ביקור במרפאה המטו-אונקולוגית,כירורגיה-שד מסטקטומי,0.003578996156152283
BIOPSY OF LYMPHATIC STRUCTURE,דיווח סיעודי,0.00358285059834188
דיווח סיעודי,BIOPSY OF LYMPHATIC STRUCTURE,0.00358285059834188
אבחנה-Histological diagnosis_INTRADUCTAL PAPILLARY CARCINOMA,Unnamed: 0,0.0035960920403944967
Unnamed: 0,אבחנה-Histological diagnosis_INTRADUCTAL PAPILLARY CARCINOMA,0.0035960920403944967
BILATERAL SALPINGO-OOPHORECTOMY, Hospital_20.0,0.003605787407438842
 Hospital_20.0,BILATERAL SALPINGO-OOPHORECTOMY,0.003605787407438842
אבחנה-Basic stage_r - Reccurent, Hospital_20.0,0.003605787407438922
 Hospital_20.0,אבחנה-Basic stage_r - Reccurent,0.003605787407438922
 Hospital_20.0,אבחנה-Histological diagnosis_APOCRINE ADENOCARCINOMA,0.0036057874074389355
אבחנה-Histological diagnosis_APOCRINE ADENOCARCINOMA, Hospital_20.0,0.0036057874074389355
MASTECTOMY.1,אבחנה-Age,0.0036358995458133465
אבחנה-Age,MASTECTOMY.1,0.0036358995458133465
אבחנה-Positive nodes,LOCAL EXC.BREAST LESION + REG. LYMPH NODE EXC..1,0.0036980071371971145
LOCAL EXC.BREAST LESION + REG. LYMPH NODE EXC..1,אבחנה-Positive nodes,0.0036980071371971145
Unnamed: 0,T3,0.0037161558635204726
T3,Unnamed: 0,0.0037161558635204726
אבחנה-Basic stage_p - Pathological,אבחנה-Histological diagnosis_INTRADUCTAL PAP CARCINOMA WITH INVASION,0.0037333404647572994
אבחנה-Histological diagnosis_INTRADUCTAL PAP CARCINOMA WITH INVASION,אבחנה-Basic stage_p - Pathological,0.0037333404647572994
אבחנה-Age,UNILATERAL SIMPLE MASTECTOMY,0.003740398164559871
UNILATERAL SIMPLE MASTECTOMY,אבחנה-Age,0.003740398164559871
אבחנה-Age,אנמנזה רפואית המטו-אונקולוגית,0.003760324191727256
אנמנזה רפואית המטו-אונקולוגית,אבחנה-Age,0.003760324191727256
כירו-שד-למפקטומי+בלוטות,אבחנה-Histological diagnosis_MEDULLARY CARCINOMA,0.0037676617872099186
אבחנה-Histological diagnosis_MEDULLARY CARCINOMA,כירו-שד-למפקטומי+בלוטות,0.0037676617872099186
אבחנה-Basic stage_p - Pathological,אבחנה-Tumor depth,0.0037742946427465167
אבחנה-Tumor depth,אבחנה-Basic stage_p - Pathological,0.0037742946427465167
LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST.1, Hospital_85.0,0.0038034342607192496
 Hospital_85.0,LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST.1,0.0038034342607192496
T3,אבחנה-Histological diagnosis_DUCTAL AND LOBULAR CARCINOMA,0.0038065455368878707
אבחנה-Histological diagnosis_DUCTAL AND LOBULAR CARCINOMA,T3,0.0038065455368878707
כירורגיה-שד למפקטומי,User Name,0.0038178618968902553
User Name,כירורגיה-שד למפקטומי,0.0038178618968902553
other.2,אנמנזה סיעודית,0.0038396410239371175
אנמנזה סיעודית,other.2,0.0038396410239371175
RADICAL MODIFIED MASTECTOMY,Unnamed: 0,0.0038501941846612923
Unnamed: 0,RADICAL MODIFIED MASTECTOMY,0.0038501941846612923
other.1,אנמנזה סיעודית,0.0038528808022748173
אנמנזה סיעודית,other.1,0.0038528808022748173
OPEN BIOPSY OF BREAST,TIS,0.0038575166660902815
TIS,OPEN BIOPSY OF BREAST,0.0038575166660902815
אבחנה-Histological diagnosis_PHYLLODES TUMOR MALIGNANT,אנמנזה סיעודית,0.003875794059265658
אנמנזה סיעודית,אבחנה-Histological diagnosis_PHYLLODES TUMOR MALIGNANT,0.003875794059265658
other.1,כיר-לאפ-הוצ טבעת/שנוי מי,0.0038799457390460133
כיר-לאפ-הוצ טבעת/שנוי מי,other.1,0.0038799457390460133
UNILATERAL SIMPLE MASTECTOMY,ביקור במרפאה קרינה,0.003880946442590482
ביקור במרפאה קרינה,UNILATERAL SIMPLE MASTECTOMY,0.003880946442590482
אומדן סימפטומים ודיווח סיעודי,LUMPECTOMY + SENTINEL NODE BIOPSY.1,0.0038999220468761532
LUMPECTOMY + SENTINEL NODE BIOPSY.1,אומדן סימפטומים ודיווח סיעודי,0.0038999220468761532
אבחנה-KI67 protein, Hospital_85.0,0.003906410877111965
 Hospital_85.0,אבחנה-KI67 protein,0.003906410877111965
כירור-הוצאת בלוטות לימפה,T1,0.003918858754284708
T1,כירור-הוצאת בלוטות לימפה,0.003918858754284708
ביקור במרפאה,MASTECTOMY + AXILLARY DISSECTION.1,0.003933061778370409
MASTECTOMY + AXILLARY DISSECTION.1,ביקור במרפאה,0.003933061778370409
אבחנה-Histological diagnosis_MUCIN PRODUCING ADENOCARCINOMA,אבחנה-Basic stage_p - Pathological,0.003946681032930282
אבחנה-Basic stage_p - Pathological,אבחנה-Histological diagnosis_MUCIN PRODUCING ADENOCARCINOMA,0.003946681032930282
אבחנה-Histological diagnosis_PHYLLODES TUMOR NOS,אבחנה-Basic stage_p - Pathological,0.003946681032930391
אבחנה-Basic stage_p - Pathological,אבחנה-Histological diagnosis_PHYLLODES TUMOR NOS,0.003946681032930391
SIMPLE EXCISION OF AXILLARY LYMPH NODE,אבחנה-Her2,0.003948502119068669
אבחנה-Her2,SIMPLE EXCISION OF AXILLARY LYMPH NODE,0.003948502119068669
"אבחנה-Histological diagnosis_""VERRUCOUS CARCINOMA, VERRUCOUS SQUAMOUS CELL CARC",אבחנה-Her2,0.003948502119068763
אבחנה-Her2,"אבחנה-Histological diagnosis_""VERRUCOUS CARCINOMA, VERRUCOUS SQUAMOUS CELL CARC",0.003948502119068763
אבחנה-Histological diagnosis_INTRADUCTAL PAPILLOMA,אבחנה-Her2,0.00394850211906878
אבחנה-Her2,אבחנה-Histological diagnosis_INTRADUCTAL PAPILLOMA,0.00394850211906878
MASTECTOMY + SENTINEL NODE BIOPSY,אבחנה-Histological diagnosis_INTRADUCT AND LOBULAR CARCINOMA IN SITU,0.003956411844000895
אבחנה-Histological diagnosis_INTRADUCT AND LOBULAR CARCINOMA IN SITU,MASTECTOMY + SENTINEL NODE BIOPSY,0.003956411844000895
MF,אבחנה-Nodes exam,0.003978005576638096
אבחנה-Nodes exam,MF,0.003978005576638096
AXILLARY LYMPH NODE DISSECTION.1,ביקור במרפאה,0.003985543119067023
ביקור במרפאה,AXILLARY LYMPH NODE DISSECTION.1,0.003985543119067023
T2,RADICAL EXCISION OF AXILLARY LYMPH NODES,0.004008270994050343
RADICAL EXCISION OF AXILLARY LYMPH NODES,T2,0.004008270994050343
TIS,אבחנה-Histological diagnosis_INTRACYSTIC CARCINOMA,0.004009562506245793
אבחנה-Histological diagnosis_INTRACYSTIC CARCINOMA,TIS,0.004009562506245793
אבחנה-Her2,TX,0.004036389456614994
TX,אבחנה-Her2,0.004036389456614994
LOCAL EXC.BREAST LESION + REG. LYMPH NODE EXC.,other.2,0.004048302508900715
other.2,LOCAL EXC.BREAST LESION + REG. LYMPH NODE EXC.,0.004048302508900715
אנמנזה סיעודית,TIS,0.004052309493120289
TIS,אנמנזה סיעודית,0.004052309493120289
אבחנה-Histological diagnosis_DUCTAL CARCINOMA IN SITU,other,0.004064223210980804
other,אבחנה-Histological diagnosis_DUCTAL CARCINOMA IN SITU,0.004064223210980804
כירורגיה-שד מסטקטומי,TIS,0.004083340878133692
TIS,כירורגיה-שד מסטקטומי,0.004083340878133692
other.3,אבחנה-Histological diagnosis_COMEDOCARCINOMA,0.004086525943016012
אבחנה-Histological diagnosis_COMEDOCARCINOMA,other.3,0.004086525943016012
כיר-שד-הוצ.בלוטות בית שח,אבחנה-Her2,0.004096355541822727
אבחנה-Her2,כיר-שד-הוצ.בלוטות בית שח,0.004096355541822727
TIS,Unnamed: 0,0.004101537837816545
Unnamed: 0,TIS,0.004101537837816545
אבחנה-Histological diagnosis_PAPILLARY CARCINOMA,Undefined,0.004137635221380929
Undefined,אבחנה-Histological diagnosis_PAPILLARY CARCINOMA,0.004137635221380929
כירו-שד-מסטקטומי+בלוטות,דיווח סיעודי,0.004138216194765608
דיווח סיעודי,כירו-שד-מסטקטומי+בלוטות,0.004138216194765608
LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST,ביקור במרפאה המטו-אונקולוגית,0.004142180680979831
ביקור במרפאה המטו-אונקולוגית,LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST,0.004142180680979831
אנמנזה רפואית המטו-אונקולוגית,כירורגיה-שד למפקטומי,0.004143230288765996
כירורגיה-שד למפקטומי,אנמנזה רפואית המטו-אונקולוגית,0.004143230288765996
 Hospital_20.0,אבחנה-Histological diagnosis_MUCIN PRODUCING ADENOCARCINOMA,0.004163649765973414
אבחנה-Histological diagnosis_MUCIN PRODUCING ADENOCARCINOMA, Hospital_20.0,0.004163649765973414
אבחנה-Histological diagnosis_PHYLLODES TUMOR NOS, Hospital_20.0,0.004163649765973474
 Hospital_20.0,אבחנה-Histological diagnosis_PHYLLODES TUMOR NOS,0.004163649765973474
אבחנה-Histological diagnosis_DUCTAL AND LOBULAR CARCINOMA,MASTECTOMY + AXILLARY DISSECTION,0.004170175191037717
MASTECTOMY + AXILLARY DISSECTION,אבחנה-Histological diagnosis_DUCTAL AND LOBULAR CARCINOMA,0.004170175191037717
כירו-שד-למפקטומי+בלוטות,אבחנה-Tumor width,0.004251866390629476
אבחנה-Tumor width,כירו-שד-למפקטומי+בלוטות,0.004251866390629476
שד-כריתה בגישה זעירה+בלוטות,אבחנה-Histological diagnosis_LOBULAR CARCINOMA IN SITU,0.004253102810523638
אבחנה-Histological diagnosis_LOBULAR CARCINOMA IN SITU,שד-כריתה בגישה זעירה+בלוטות,0.004253102810523638
אבחנה-Histological diagnosis_APOCRINE ADENOCARCINOMA,אנמנזה סיעודית,0.004275749957422549
אנמנזה סיעודית,אבחנה-Histological diagnosis_APOCRINE ADENOCARCINOMA,0.004275749957422549
UNILATERAL SIMPLE MASTECTOMY,אנמנזה רפואית,0.004277300872245069
אנמנזה רפואית,UNILATERAL SIMPLE MASTECTOMY,0.004277300872245069
RADICAL EXCISION OF AXILLARY LYMPH NODES,other.3,0.004286576415242141
other.3,RADICAL EXCISION OF AXILLARY LYMPH NODES,0.004286576415242141
אנמנזה רפואית,MF,0.004304898321706185
MF,אנמנזה רפואית,0.004304898321706185
"אבחנה-Histological diagnosis_""INTRADUCTAL PAPILLOMATOSIS, NOS""",other.1,0.004355842391491708
other.1,"אבחנה-Histological diagnosis_""INTRADUCTAL PAPILLOMATOSIS, NOS""",0.004355842391491708
כיר-לאפ-הוצ טבעת/שנוי מי,אומדן סימפטומים ודיווח סיעודי,0.004361638911262206
אומדן סימפטומים ודיווח סיעודי,כיר-לאפ-הוצ טבעת/שנוי מי,0.004361638911262206
אבחנה-Histological diagnosis_COMEDOCARCINOMA IN SITU,other.1,0.004390324086852074
other.1,אבחנה-Histological diagnosis_COMEDOCARCINOMA IN SITU,0.004390324086852074
כירו-שד-למפקטומי+בלוטות,other.2,0.004403534885058578
other.2,כירו-שד-למפקטומי+בלוטות,0.004403534885058578
LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST.2,אבחנה-Basic stage_p - Pathological,0.004412571340526351
אבחנה-Basic stage_p - Pathological,LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST.2,0.004412571340526351
SUBTOTAL MASTECTOMY,אבחנה-Basic stage_p - Pathological,0.00441257134052645
אבחנה-Basic stage_p - Pathological,SUBTOTAL MASTECTOMY,0.00441257134052645
אבחנה-Basic stage_r - Reccurent,Unnamed: 0,0.004424052513087
Unnamed: 0,אבחנה-Basic stage_r - Reccurent,0.004424052513087
TX,כירור-הוצאת בלוטות לימפה,0.004429597383010194
כירור-הוצאת בלוטות לימפה,TX,0.004429597383010194
 Hospital_20.0,אבחנה-Histological diagnosis_PAPILLARY CARCINOMA,0.004452045048374812
אבחנה-Histological diagnosis_PAPILLARY CARCINOMA, Hospital_20.0,0.004452045048374812
אבחנה-Histological diagnosis_INFILTRATING DUCT CARCINOMA,SUBTOTAL MASTECTOMY,0.004452845368833244
SUBTOTAL MASTECTOMY,אבחנה-Histological diagnosis_INFILTRATING DUCT CARCINOMA,0.004452845368833244
LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST.2,אבחנה-Histological diagnosis_INFILTRATING DUCT CARCINOMA,0.004452845368833329
אבחנה-Histological diagnosis_INFILTRATING DUCT CARCINOMA,LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST.2,0.004452845368833329
BIOPSY OF LYMPHATIC STRUCTURE,User Name,0.004456642569048168
User Name,BIOPSY OF LYMPHATIC STRUCTURE,0.004456642569048168
User Name,שד-כריתה בגישה זעירה+בלוטות,0.004460944528159446
שד-כריתה בגישה זעירה+בלוטות,User Name,0.004460944528159446
ביקור במרפאה המטו-אונקולוגית,T1,0.004492487589311399
T1,ביקור במרפאה המטו-אונקולוגית,0.004492487589311399
RADICAL MODIFIED MASTECTOMY,אומדן סימפטומים ודיווח סיעודי,0.004514147231109645
אומדן סימפטומים ודיווח סיעודי,RADICAL MODIFIED MASTECTOMY,0.004514147231109645
other.2,TIS,0.004519475231621876
TIS,other.2,0.004519475231621876
אבחנה-Histological diagnosis_INTRADUCTAL PAPILLARY CARCINOMA,LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST,0.004537389616529974
LUMPECTOMY / LOCAL EXCISION OF LESION OF BREAST,אבחנה-Histological diagnosis_INTRADUCTAL PAPILLARY CARCINOMA,0.004537389616529974
